SALE_ID,SALE_TIME,ITEM_ID,ITEM_NAME,VENDOR_ID,POS_ID,EMPLOYEE_ID,UNITS_SOLD,GROSS_SALES,NET_SALES,DISCOUNTS,DISCOUNT_NAME
S00017508,2024-02-24 18:09:00,I003,FRIES,V003,P06,E215,2,12.0,12.0,0.0,
S00017509,2024-01-18 20:21:00,I011,NACHOS,V001,P19,E280,1,10.0,10.0,0.0,
S00017509,2024-01-18 20:21:00,I001,HOT DOG,V001,P19,E280,2,17.0,17.0,0.0,
S00017510,2024-02-13 18:49:00,I006,WATER,V010,P03,E207,1,5.0,5.0,0.0,
S00017511,2024-01-13 17:26:00,I003,FRIES,V020,P18,E388,1,6.0,6.0,0.0,
S00017512,2024-01-27 19:47:00,I011,NACHOS,V011,P48,E281,2,20.0,20.0,0.0,
S00017512,2024-01-27 19:47:00,I009,COCKTAIL,V011,P48,E281,2,36.0,36.0,0.0,
S00017512,2024-01-27 19:47:00,I004,POPCORN,V011,P48,E281,1,7.0,3.5,3.5,BOGO_50
S00017513,2024-01-16 18:32:00,I002,CHEESEBURGER,V011,P19,E199,2,25.0,22.5,2.5,MEMBER_10PCT
S00017514,2024-02-06 19:18:00,I007,DRAFT BEER,V030,P48,E271,1,14.0,14.0,0.0,
S00017515,2024-01-20 17:43:00,I002,CHEESEBURGER,V002,P12,E128,1,12.5,12.5,0.0,
S00017515,2024-01-20 17:43:00,I012,ENERGY DRINK,V002,P12,E128,1,7.5,7.5,0.0,
S00017516,2024-02-17 22:24:00,I004,POPCORN,V001,P22,E112,1,7.0,7.0,0.0,
S00017516,2024-02-17 22:24:00,I011,NACHOS,V001,P22,E112,1,10.0,9.0,1.0,MEMBER_10PCT
S00017516,2024-02-17 22:24:00,I003,FRIES,V001,P22,E112,1,6.0,4.0,2.0,PROMO_2_OFF
S00017517,2024-02-27 22:44:00,I007,DRAFT BEER,V011,P41,E345,2,28.0,28.0,0.0,
S00017518,2024-02-20 18:50:00,I006,WATER,V011,P03,E066,1,5.0,5.0,0.0,
S00017519,2024-01-23 20:47:00,I009,COCKTAIL,V030,P08,E039,1,18.0,16.2,1.8,MEMBER_10PCT
S00017519,2024-01-23 20:47:00,I002,CHEESEBURGER,V030,P08,E039,1,12.5,12.5,0.0,
S00017519,2024-01-23 20:47:00,I006,WATER,V030,P08,E039,1,5.0,5.0,0.0,
S00017519,2024-01-23 20:47:00,I011,NACHOS,V030,P08,E039,1,10.0,5.0,5.0,BOGO_50
S00017520,2024-01-23 20:16:00,I010,CHICKEN TENDERS,V001,P21,E186,2,27.0,27.0,0.0,
S00017520,2024-01-23 20:16:00,I002,CHEESEBURGER,V001,P21,E186,1,12.5,12.5,0.0,
S00017521,2024-01-23 19:50:00,I009,COCKTAIL,V003,P04,E019,1,18.0,9.0,9.0,BOGO_50
S00017521,2024-01-23 19:50:00,I003,FRIES,V003,P04,E019,1,6.0,6.0,0.0,
S00017521,2024-01-23 19:50:00,I006,WATER,V003,P04,E019,1,5.0,5.0,0.0,
S00017521,2024-01-23 19:50:00,I002,CHEESEBURGER,V003,P04,E019,2,25.0,25.0,0.0,
S00017522,2024-02-15 19:37:00,I012,ENERGY DRINK,V003,P06,E186,1,7.5,5.5,2.0,PROMO_2_OFF
S00017522,2024-02-15 19:37:00,I006,WATER,V003,P06,E186,2,10.0,7.5,2.5,BOGO_50
S00017522,2024-02-15 19:37:00,I001,HOT DOG,V003,P06,E186,1,8.5,6.5,2.0,PROMO_2_OFF
S00017522,2024-02-15 19:37:00,I002,CHEESEBURGER,V003,P06,E186,1,12.5,12.5,0.0,
S00017523,2024-02-06 19:05:00,I004,POPCORN,V001,P38,E109,1,7.0,5.0,2.0,PROMO_2_OFF
S00017524,2024-01-02 22:28:00,I002,CHEESEBURGER,V010,P16,E365,2,25.0,18.75,6.25,BOGO_50
S00017524,2024-01-02 22:28:00,I004,POPCORN,V010,P16,E365,1,7.0,7.0,0.0,
S00017524,2024-01-02 22:28:00,I009,COCKTAIL,V010,P16,E365,1,18.0,18.0,0.0,
S00017525,2024-02-08 18:44:00,I003,FRIES,V002,P04,E240,1,6.0,6.0,0.0,
S00017525,2024-02-08 18:44:00,I007,DRAFT BEER,V002,P04,E240,1,14.0,14.0,0.0,
S00017525,2024-02-08 18:44:00,I006,WATER,V002,P04,E240,1,5.0,5.0,0.0,
S00017525,2024-02-08 18:44:00,I011,NACHOS,V002,P04,E240,2,20.0,20.0,0.0,
S00017526,2024-02-29 23:17:00,I007,DRAFT BEER,V001,P38,E229,1,14.0,14.0,0.0,
S00017526,2024-02-29 23:17:00,I005,SODA,V001,P38,E229,2,12.0,9.0,3.0,BOGO_50
S00017526,2024-02-29 23:17:00,I012,ENERGY DRINK,V001,P38,E229,1,7.5,7.5,0.0,
S00017527,2024-02-17 20:52:00,I003,FRIES,V010,P39,E084,1,6.0,5.4,0.6,MEMBER_10PCT
S00017527,2024-02-17 20:52:00,I005,SODA,V010,P39,E084,1,6.0,4.0,2.0,PROMO_2_OFF
S00017527,2024-02-17 20:52:00,I002,CHEESEBURGER,V010,P39,E084,1,12.5,10.5,2.0,PROMO_2_OFF
S00017528,2024-02-01 20:54:00,I004,POPCORN,V010,P27,E121,1,7.0,7.0,0.0,
S00017528,2024-02-01 20:54:00,I005,SODA,V010,P27,E121,1,6.0,6.0,0.0,
S00017529,2024-02-13 21:00:00,I009,COCKTAIL,V020,P04,E276,1,18.0,18.0,0.0,
S00017529,2024-02-13 21:00:00,I002,CHEESEBURGER,V020,P04,E276,1,12.5,12.5,0.0,
S00017529,2024-02-13 21:00:00,I002,CHEESEBURGER,V020,P04,E276,1,12.5,10.5,2.0,PROMO_2_OFF
S00017530,2024-02-17 19:52:00,I012,ENERGY DRINK,V011,P25,E244,2,15.0,11.25,3.75,BOGO_50
S00017530,2024-02-17 19:52:00,I011,NACHOS,V011,P25,E244,1,10.0,9.0,1.0,MEMBER_10PCT
S00017530,2024-02-17 19:52:00,I010,CHICKEN TENDERS,V011,P25,E244,1,13.5,13.5,0.0,
S00017530,2024-02-17 19:52:00,I007,DRAFT BEER,V011,P25,E244,2,28.0,25.2,2.8,MEMBER_10PCT
S00017531,2024-02-17 19:43:00,I010,CHICKEN TENDERS,V002,P48,E160,1,13.5,13.5,0.0,
S00017531,2024-02-17 19:43:00,I009,COCKTAIL,V002,P48,E160,1,18.0,16.0,2.0,PROMO_2_OFF
S00017531,2024-02-17 19:43:00,I005,SODA,V002,P48,E160,2,12.0,12.0,0.0,
S00017531,2024-02-17 19:43:00,I011,NACHOS,V002,P48,E160,2,20.0,20.0,0.0,
S00017532,2024-02-08 21:01:00,I008,CANNED BEER,V011,P41,E082,1,12.0,12.0,0.0,
S00017532,2024-02-08 21:01:00,I001,HOT DOG,V011,P41,E082,1,8.5,8.5,0.0,
S00017532,2024-02-08 21:01:00,I007,DRAFT BEER,V011,P41,E082,2,28.0,28.0,0.0,
S00017532,2024-02-08 21:01:00,I003,FRIES,V011,P41,E082,2,12.0,9.0,3.0,BOGO_50
S00017533,2024-02-01 18:16:00,I009,COCKTAIL,V001,P34,E071,1,18.0,18.0,0.0,
S00017533,2024-02-01 18:16:00,I003,FRIES,V001,P34,E071,2,12.0,12.0,0.0,
S00017534,2024-01-18 22:46:00,I005,SODA,V002,P37,E340,1,6.0,6.0,0.0,
S00017534,2024-01-18 22:46:00,I006,WATER,V002,P37,E340,1,5.0,5.0,0.0,
S00017534,2024-01-18 22:46:00,I008,CANNED BEER,V002,P37,E340,1,12.0,12.0,0.0,
S00017535,2024-02-17 19:03:00,I001,HOT DOG,V002,P49,E100,1,8.5,7.65,0.85,MEMBER_10PCT
S00017535,2024-02-17 19:03:00,I009,COCKTAIL,V002,P49,E100,1,18.0,16.0,2.0,PROMO_2_OFF
S00017535,2024-02-17 19:03:00,I005,SODA,V002,P49,E100,1,6.0,6.0,0.0,
S00017535,2024-02-17 19:03:00,I007,DRAFT BEER,V002,P49,E100,1,14.0,14.0,0.0,
S00017536,2024-02-17 22:08:00,I006,WATER,V002,P22,E101,1,5.0,5.0,0.0,
S00017537,2024-01-20 22:55:00,I012,ENERGY DRINK,V011,P25,E151,1,7.5,7.5,0.0,
S00017537,2024-01-20 22:55:00,I009,COCKTAIL,V011,P25,E151,1,18.0,18.0,0.0,
S00017537,2024-01-20 22:55:00,I004,POPCORN,V011,P25,E151,1,7.0,7.0,0.0,
S00017538,2024-01-18 23:29:00,I007,DRAFT BEER,V003,P05,E399,1,14.0,12.6,1.4,MEMBER_10PCT
S00017539,2024-01-30 17:53:00,I011,NACHOS,V020,P07,E272,1,10.0,8.0,2.0,PROMO_2_OFF
S00017540,2024-02-08 20:29:00,I002,CHEESEBURGER,V002,P22,E264,1,12.5,12.5,0.0,
S00017540,2024-02-08 20:29:00,I012,ENERGY DRINK,V002,P22,E264,2,15.0,15.0,0.0,
S00017541,2024-02-13 17:37:00,I006,WATER,V002,P39,E036,2,10.0,10.0,0.0,
S00017541,2024-02-13 17:37:00,I005,SODA,V002,P39,E036,1,6.0,6.0,0.0,
S00017542,2024-01-16 19:20:00,I011,NACHOS,V002,P49,E246,1,10.0,10.0,0.0,
S00017542,2024-01-16 19:20:00,I012,ENERGY DRINK,V002,P49,E246,1,7.5,7.5,0.0,
S00017543,2024-02-08 19:59:00,I011,NACHOS,V003,P37,E244,1,10.0,10.0,0.0,
S00017543,2024-02-08 19:59:00,I004,POPCORN,V003,P37,E244,2,14.0,14.0,0.0,
S00017543,2024-02-08 19:59:00,I005,SODA,V003,P37,E244,1,6.0,6.0,0.0,
S00017543,2024-02-08 19:59:00,I002,CHEESEBURGER,V003,P37,E244,1,12.5,12.5,0.0,
S00017544,2024-01-02 19:30:00,I009,COCKTAIL,V003,P18,E125,1,18.0,16.2,1.8,MEMBER_10PCT
S00017544,2024-01-02 19:30:00,I007,DRAFT BEER,V003,P18,E125,1,14.0,14.0,0.0,
S00017545,2024-01-11 21:03:00,I007,DRAFT BEER,V001,P13,E138,1,14.0,14.0,0.0,
S00017545,2024-01-11 21:03:00,I002,CHEESEBURGER,V001,P13,E138,1,12.5,12.5,0.0,
S00017546,2024-02-27 18:34:00,I011,NACHOS,V001,P02,E332,2,20.0,20.0,0.0,
S00017547,2024-01-13 22:58:00,I010,CHICKEN TENDERS,V001,P42,E002,1,13.5,13.5,0.0,
S00017547,2024-01-13 22:58:00,I003,FRIES,V001,P42,E002,1,6.0,6.0,0.0,
S00017547,2024-01-13 22:58:00,I007,DRAFT BEER,V001,P42,E002,1,14.0,14.0,0.0,
S00017548,2024-02-29 18:25:00,I002,CHEESEBURGER,V020,P14,E331,1,12.5,11.25,1.25,MEMBER_10PCT
S00017548,2024-02-29 18:25:00,I002,CHEESEBURGER,V020,P14,E331,1,12.5,12.5,0.0,
S00017548,2024-02-29 18:25:00,I003,FRIES,V020,P14,E331,1,6.0,6.0,0.0,
S00017549,2024-01-04 20:32:00,I009,COCKTAIL,V001,P12,E135,1,18.0,18.0,0.0,
S00017550,2024-02-27 23:44:00,I001,HOT DOG,V003,P24,E046,1,8.5,8.5,0.0,
S00017550,2024-02-27 23:44:00,I008,CANNED BEER,V003,P24,E046,1,12.0,12.0,0.0,
S00017551,2024-02-06 18:29:00,I001,HOT DOG,V030,P15,E058,1,8.5,8.5,0.0,
S00017552,2024-02-20 20:47:00,I002,CHEESEBURGER,V003,P37,E157,1,12.5,12.5,0.0,
S00017552,2024-02-20 20:47:00,I008,CANNED BEER,V003,P37,E157,1,12.0,12.0,0.0,
S00017552,2024-02-20 20:47:00,I008,CANNED BEER,V003,P37,E157,1,12.0,12.0,0.0,
S00017553,2024-01-11 19:08:00,I008,CANNED BEER,V003,P29,E063,1,12.0,12.0,0.0,
S00017553,2024-01-11 19:08:00,I003,FRIES,V003,P29,E063,1,6.0,6.0,0.0,
S00017553,2024-01-11 19:08:00,I003,FRIES,V003,P29,E063,1,6.0,6.0,0.0,
S00017553,2024-01-11 19:08:00,I007,DRAFT BEER,V003,P29,E063,1,14.0,14.0,0.0,
S00017554,2024-01-11 20:39:00,I008,CANNED BEER,V002,P21,E207,1,12.0,12.0,0.0,
S00017554,2024-01-11 20:39:00,I004,POPCORN,V002,P21,E207,1,7.0,6.3,0.7,MEMBER_10PCT
S00017554,2024-01-11 20:39:00,I002,CHEESEBURGER,V002,P21,E207,1,12.5,12.5,0.0,
S00017554,2024-01-11 20:39:00,I004,POPCORN,V002,P21,E207,2,14.0,14.0,0.0,
S00017555,2024-01-27 18:08:00,I007,DRAFT BEER,V003,P07,E030,2,28.0,25.2,2.8,MEMBER_10PCT
S00017555,2024-01-27 18:08:00,I009,COCKTAIL,V003,P07,E030,1,18.0,16.2,1.8,MEMBER_10PCT
S00017555,2024-01-27 18:08:00,I012,ENERGY DRINK,V003,P07,E030,2,15.0,15.0,0.0,
S00017555,2024-01-27 18:08:00,I001,HOT DOG,V003,P07,E030,1,8.5,8.5,0.0,
S00017556,2024-01-06 21:40:00,I012,ENERGY DRINK,V001,P30,E347,1,7.5,7.5,0.0,
S00017556,2024-01-06 21:40:00,I006,WATER,V001,P30,E347,1,5.0,5.0,0.0,
S00017557,2024-02-06 19:21:00,I001,HOT DOG,V020,P12,E228,1,8.5,6.5,2.0,PROMO_2_OFF
S00017558,2024-01-13 20:54:00,I003,FRIES,V020,P20,E286,1,6.0,6.0,0.0,
S00017559,2024-02-03 23:04:00,I001,HOT DOG,V011,P13,E200,2,17.0,15.0,2.0,PROMO_2_OFF
S00017559,2024-02-03 23:04:00,I003,FRIES,V011,P13,E200,2,12.0,12.0,0.0,
S00017560,2024-02-03 19:49:00,I008,CANNED BEER,V011,P23,E225,2,24.0,21.6,2.4,MEMBER_10PCT
S00017560,2024-02-03 19:49:00,I009,COCKTAIL,V011,P23,E225,2,36.0,36.0,0.0,
S00017560,2024-02-03 19:49:00,I008,CANNED BEER,V011,P23,E225,2,24.0,24.0,0.0,
S00017561,2024-02-06 17:41:00,I011,NACHOS,V003,P46,E027,1,10.0,10.0,0.0,
S00017561,2024-02-06 17:41:00,I006,WATER,V003,P46,E027,1,5.0,5.0,0.0,
S00017561,2024-02-06 17:41:00,I008,CANNED BEER,V003,P46,E027,2,24.0,22.0,2.0,PROMO_2_OFF
S00017561,2024-02-06 17:41:00,I009,COCKTAIL,V003,P46,E027,1,18.0,18.0,0.0,
S00017562,2024-02-15 21:47:00,I011,NACHOS,V010,P24,E335,2,20.0,20.0,0.0,
S00017562,2024-02-15 21:47:00,I006,WATER,V010,P24,E335,1,5.0,5.0,0.0,
S00017563,2024-01-30 18:11:00,I007,DRAFT BEER,V011,P37,E036,2,28.0,25.2,2.8,MEMBER_10PCT
S00017563,2024-01-30 18:11:00,I012,ENERGY DRINK,V011,P37,E036,1,7.5,7.5,0.0,
S00017563,2024-01-30 18:11:00,I008,CANNED BEER,V011,P37,E036,1,12.0,12.0,0.0,
S00017563,2024-01-30 18:11:00,I008,CANNED BEER,V011,P37,E036,1,12.0,12.0,0.0,
S00017564,2024-01-27 17:52:00,I002,CHEESEBURGER,V003,P43,E011,2,25.0,25.0,0.0,
S00017565,2024-01-23 17:25:00,I009,COCKTAIL,V003,P11,E331,1,18.0,18.0,0.0,
S00017565,2024-01-23 17:25:00,I007,DRAFT BEER,V003,P11,E331,1,14.0,7.0,7.0,BOGO_50
S00017566,2024-02-01 21:32:00,I004,POPCORN,V020,P31,E395,2,14.0,14.0,0.0,
S00017566,2024-02-01 21:32:00,I001,HOT DOG,V020,P31,E395,1,8.5,8.5,0.0,
S00017566,2024-02-01 21:32:00,I005,SODA,V020,P31,E395,1,6.0,6.0,0.0,
S00017566,2024-02-01 21:32:00,I008,CANNED BEER,V020,P31,E395,1,12.0,12.0,0.0,
S00017567,2024-01-04 19:01:00,I007,DRAFT BEER,V011,P11,E342,1,14.0,14.0,0.0,
S00017567,2024-01-04 19:01:00,I003,FRIES,V011,P11,E342,1,6.0,6.0,0.0,
S00017567,2024-01-04 19:01:00,I012,ENERGY DRINK,V011,P11,E342,2,15.0,15.0,0.0,
S00017568,2024-01-06 19:59:00,I011,NACHOS,V001,P05,E076,1,10.0,10.0,0.0,
S00017569,2024-01-20 17:30:00,I010,CHICKEN TENDERS,V010,P08,E262,1,13.5,13.5,0.0,
S00017569,2024-01-20 17:30:00,I001,HOT DOG,V010,P08,E262,2,17.0,15.3,1.7,MEMBER_10PCT
S00017570,2024-01-25 21:56:00,I010,CHICKEN TENDERS,V002,P20,E328,1,13.5,11.5,2.0,PROMO_2_OFF
S00017570,2024-01-25 21:56:00,I010,CHICKEN TENDERS,V002,P20,E328,1,13.5,6.75,6.75,BOGO_50
S00017570,2024-01-25 21:56:00,I005,SODA,V002,P20,E328,1,6.0,6.0,0.0,
S00017571,2024-01-25 19:51:00,I006,WATER,V001,P32,E217,1,5.0,5.0,0.0,
S00017571,2024-01-25 19:51:00,I008,CANNED BEER,V001,P32,E217,1,12.0,12.0,0.0,
S00017572,2024-02-27 23:23:00,I008,CANNED BEER,V010,P27,E060,1,12.0,12.0,0.0,
S00017572,2024-02-27 23:23:00,I007,DRAFT BEER,V010,P27,E060,2,28.0,28.0,0.0,
S00017572,2024-02-27 23:23:00,I004,POPCORN,V010,P27,E060,2,14.0,14.0,0.0,
S00017572,2024-02-27 23:23:00,I007,DRAFT BEER,V010,P27,E060,1,14.0,14.0,0.0,
S00017573,2024-02-20 22:59:00,I012,ENERGY DRINK,V002,P42,E083,2,15.0,15.0,0.0,
S00017573,2024-02-20 22:59:00,I005,SODA,V002,P42,E083,1,6.0,6.0,0.0,
S00017573,2024-02-20 22:59:00,I010,CHICKEN TENDERS,V002,P42,E083,1,13.5,13.5,0.0,
S00017573,2024-02-20 22:59:00,I007,DRAFT BEER,V002,P42,E083,1,14.0,12.6,1.4,MEMBER_10PCT
S00017574,2024-01-23 21:27:00,I004,POPCORN,V010,P07,E118,1,7.0,7.0,0.0,
S00017575,2024-02-29 18:55:00,I002,CHEESEBURGER,V011,P13,E392,1,12.5,12.5,0.0,
S00017576,2024-02-01 19:57:00,I011,NACHOS,V003,P49,E189,1,10.0,8.0,2.0,PROMO_2_OFF
S00017576,2024-02-01 19:57:00,I005,SODA,V003,P49,E189,1,6.0,6.0,0.0,
S00017576,2024-02-01 19:57:00,I006,WATER,V003,P49,E189,1,5.0,5.0,0.0,
S00017576,2024-02-01 19:57:00,I011,NACHOS,V003,P49,E189,1,10.0,10.0,0.0,
S00017577,2024-01-20 22:59:00,I012,ENERGY DRINK,V001,P37,E095,1,7.5,7.5,0.0,
S00017577,2024-01-20 22:59:00,I008,CANNED BEER,V001,P37,E095,1,12.0,12.0,0.0,
S00017577,2024-01-20 22:59:00,I001,HOT DOG,V001,P37,E095,1,8.5,8.5,0.0,
S00017578,2024-02-15 22:32:00,I009,COCKTAIL,V001,P08,E121,1,18.0,18.0,0.0,
S00017578,2024-02-15 22:32:00,I002,CHEESEBURGER,V001,P08,E121,1,12.5,12.5,0.0,
S00017579,2024-02-17 21:43:00,I012,ENERGY DRINK,V010,P11,E279,2,15.0,15.0,0.0,
S00017580,2024-01-23 21:34:00,I011,NACHOS,V002,P35,E378,2,20.0,15.0,5.0,BOGO_50
S00017581,2024-02-20 21:17:00,I002,CHEESEBURGER,V001,P04,E359,1,12.5,12.5,0.0,
S00017582,2024-01-20 18:52:00,I004,POPCORN,V001,P34,E106,1,7.0,5.0,2.0,PROMO_2_OFF
S00017583,2024-01-11 19:13:00,I001,HOT DOG,V011,P08,E075,1,8.5,8.5,0.0,
S00017583,2024-01-11 19:13:00,I003,FRIES,V011,P08,E075,1,6.0,4.0,2.0,PROMO_2_OFF
S00017584,2024-01-18 23:40:00,I008,CANNED BEER,V011,P22,E366,1,12.0,12.0,0.0,
S00017584,2024-01-18 23:40:00,I003,FRIES,V011,P22,E366,1,6.0,6.0,0.0,
S00017585,2024-01-25 20:26:00,I007,DRAFT BEER,V010,P02,E336,2,28.0,28.0,0.0,
S00017585,2024-01-25 20:26:00,I009,COCKTAIL,V010,P02,E336,2,36.0,36.0,0.0,
S00017586,2024-01-02 21:16:00,I009,COCKTAIL,V001,P07,E130,1,18.0,16.0,2.0,PROMO_2_OFF
S00017586,2024-01-02 21:16:00,I006,WATER,V001,P07,E130,2,10.0,10.0,0.0,
S00017587,2024-02-17 17:47:00,I008,CANNED BEER,V030,P03,E370,1,12.0,12.0,0.0,
S00017587,2024-02-17 17:47:00,I001,HOT DOG,V030,P03,E370,2,17.0,17.0,0.0,
S00017587,2024-02-17 17:47:00,I003,FRIES,V030,P03,E370,1,6.0,6.0,0.0,
S00017587,2024-02-17 17:47:00,I003,FRIES,V030,P03,E370,1,6.0,6.0,0.0,
S00017588,2024-01-23 21:53:00,I012,ENERGY DRINK,V002,P19,E011,1,7.5,7.5,0.0,
S00017588,2024-01-23 21:53:00,I004,POPCORN,V002,P19,E011,1,7.0,7.0,0.0,
S00017588,2024-01-23 21:53:00,I004,POPCORN,V002,P19,E011,1,7.0,7.0,0.0,
S00017589,2024-01-02 20:13:00,I005,SODA,V002,P15,E283,1,6.0,6.0,0.0,
S00017589,2024-01-02 20:13:00,I008,CANNED BEER,V002,P15,E283,1,12.0,10.8,1.2,MEMBER_10PCT
S00017590,2024-02-29 20:41:00,I003,FRIES,V002,P46,E368,2,12.0,12.0,0.0,
S00017590,2024-02-29 20:41:00,I008,CANNED BEER,V002,P46,E368,1,12.0,12.0,0.0,
S00017591,2024-02-20 20:11:00,I006,WATER,V011,P11,E381,2,10.0,10.0,0.0,
S00017591,2024-02-20 20:11:00,I010,CHICKEN TENDERS,V011,P11,E381,2,27.0,25.0,2.0,PROMO_2_OFF
S00017591,2024-02-20 20:11:00,I003,FRIES,V011,P11,E381,1,6.0,6.0,0.0,
S00017591,2024-02-20 20:11:00,I010,CHICKEN TENDERS,V011,P11,E381,1,13.5,13.5,0.0,
S00017592,2024-01-16 21:00:00,I007,DRAFT BEER,V002,P05,E318,1,14.0,14.0,0.0,
S00017592,2024-01-16 21:00:00,I002,CHEESEBURGER,V002,P05,E318,1,12.5,12.5,0.0,
S00017592,2024-01-16 21:00:00,I012,ENERGY DRINK,V002,P05,E318,1,7.5,7.5,0.0,
S00017592,2024-01-16 21:00:00,I001,HOT DOG,V002,P05,E318,1,8.5,8.5,0.0,
S00017593,2024-02-01 17:13:00,I007,DRAFT BEER,V020,P12,E138,1,14.0,14.0,0.0,
S00017593,2024-02-01 17:13:00,I008,CANNED BEER,V020,P12,E138,2,24.0,24.0,0.0,
S00017593,2024-02-01 17:13:00,I004,POPCORN,V020,P12,E138,1,7.0,3.5,3.5,BOGO_50
S00017593,2024-02-01 17:13:00,I009,COCKTAIL,V020,P12,E138,1,18.0,9.0,9.0,BOGO_50
S00017594,2024-01-11 21:16:00,I008,CANNED BEER,V011,P22,E261,1,12.0,10.8,1.2,MEMBER_10PCT
S00017594,2024-01-11 21:16:00,I012,ENERGY DRINK,V011,P22,E261,1,7.5,7.5,0.0,
S00017595,2024-02-08 17:27:00,I002,CHEESEBURGER,V002,P02,E310,1,12.5,12.5,0.0,
S00017595,2024-02-08 17:27:00,I007,DRAFT BEER,V002,P02,E310,2,28.0,26.0,2.0,PROMO_2_OFF
S00017596,2024-02-20 22:35:00,I009,COCKTAIL,V003,P34,E141,1,18.0,18.0,0.0,
S00017596,2024-02-20 22:35:00,I007,DRAFT BEER,V003,P34,E141,1,14.0,14.0,0.0,
S00017596,2024-02-20 22:35:00,I010,CHICKEN TENDERS,V003,P34,E141,1,13.5,13.5,0.0,
S00017597,2024-02-29 18:11:00,I002,CHEESEBURGER,V020,P46,E090,1,12.5,12.5,0.0,
S00017598,2024-02-17 22:35:00,I010,CHICKEN TENDERS,V030,P22,E363,1,13.5,13.5,0.0,
S00017598,2024-02-17 22:35:00,I005,SODA,V030,P22,E363,1,6.0,3.0,3.0,BOGO_50
S00017599,2024-01-13 22:19:00,I003,FRIES,V001,P15,E393,2,12.0,12.0,0.0,
S00017599,2024-01-13 22:19:00,I007,DRAFT BEER,V001,P15,E393,1,14.0,12.0,2.0,PROMO_2_OFF
S00017599,2024-01-13 22:19:00,I011,NACHOS,V001,P15,E393,1,10.0,10.0,0.0,
S00017600,2024-02-06 21:54:00,I003,FRIES,V010,P44,E056,1,6.0,6.0,0.0,
S00017601,2024-01-25 22:26:00,I010,CHICKEN TENDERS,V002,P16,E045,1,13.5,13.5,0.0,
S00017601,2024-01-25 22:26:00,I012,ENERGY DRINK,V002,P16,E045,1,7.5,6.75,0.75,MEMBER_10PCT
S00017601,2024-01-25 22:26:00,I005,SODA,V002,P16,E045,1,6.0,5.4,0.6,MEMBER_10PCT
S00017602,2024-01-23 22:39:00,I007,DRAFT BEER,V020,P06,E346,1,14.0,7.0,7.0,BOGO_50
S00017602,2024-01-23 22:39:00,I003,FRIES,V020,P06,E346,1,6.0,6.0,0.0,
S00017603,2024-02-03 20:56:00,I007,DRAFT BEER,V001,P48,E023,2,28.0,28.0,0.0,
S00017603,2024-02-03 20:56:00,I010,CHICKEN TENDERS,V001,P48,E023,1,13.5,13.5,0.0,
S00017604,2024-01-16 17:21:00,I006,WATER,V020,P20,E099,2,10.0,8.0,2.0,PROMO_2_OFF
S00017605,2024-02-22 22:59:00,I005,SODA,V001,P29,E175,1,6.0,6.0,0.0,
S00017605,2024-02-22 22:59:00,I002,CHEESEBURGER,V001,P29,E175,1,12.5,10.5,2.0,PROMO_2_OFF
S00017606,2024-01-04 20:35:00,I008,CANNED BEER,V020,P45,E011,1,12.0,12.0,0.0,
S00017606,2024-01-04 20:35:00,I010,CHICKEN TENDERS,V020,P45,E011,2,27.0,27.0,0.0,
S00017606,2024-01-04 20:35:00,I008,CANNED BEER,V020,P45,E011,1,12.0,12.0,0.0,
S00017606,2024-01-04 20:35:00,I012,ENERGY DRINK,V020,P45,E011,1,7.5,7.5,0.0,
S00017607,2024-01-27 21:02:00,I011,NACHOS,V001,P29,E009,1,10.0,10.0,0.0,
S00017607,2024-01-27 21:02:00,I010,CHICKEN TENDERS,V001,P29,E009,2,27.0,25.0,2.0,PROMO_2_OFF
S00017607,2024-01-27 21:02:00,I011,NACHOS,V001,P29,E009,1,10.0,10.0,0.0,
S00017608,2024-02-13 17:50:00,I006,WATER,V011,P04,E058,1,5.0,5.0,0.0,
S00017608,2024-02-13 17:50:00,I011,NACHOS,V011,P04,E058,1,10.0,10.0,0.0,
S00017608,2024-02-13 17:50:00,I009,COCKTAIL,V011,P04,E058,1,18.0,18.0,0.0,
S00017608,2024-02-13 17:50:00,I012,ENERGY DRINK,V011,P04,E058,1,7.5,3.75,3.75,BOGO_50
S00017609,2024-01-27 17:12:00,I012,ENERGY DRINK,V002,P29,E221,1,7.5,7.5,0.0,
S00017609,2024-01-27 17:12:00,I007,DRAFT BEER,V002,P29,E221,1,14.0,12.6,1.4,MEMBER_10PCT
S00017609,2024-01-27 17:12:00,I012,ENERGY DRINK,V002,P29,E221,1,7.5,7.5,0.0,
S00017610,2024-02-06 21:02:00,I005,SODA,V003,P48,E037,1,6.0,6.0,0.0,
S00017611,2024-01-13 17:23:00,I009,COCKTAIL,V003,P50,E180,2,36.0,36.0,0.0,
S00017612,2024-01-06 18:17:00,I007,DRAFT BEER,V010,P17,E334,1,14.0,14.0,0.0,
S00017612,2024-01-06 18:17:00,I002,CHEESEBURGER,V010,P17,E334,1,12.5,10.5,2.0,PROMO_2_OFF
S00017612,2024-01-06 18:17:00,I004,POPCORN,V010,P17,E334,2,14.0,10.5,3.5,BOGO_50
S00017613,2024-01-04 22:02:00,I008,CANNED BEER,V001,P08,E094,1,12.0,12.0,0.0,
S00017613,2024-01-04 22:02:00,I005,SODA,V001,P08,E094,1,6.0,6.0,0.0,
